,doctor,nurse,patient,walking,waiting_instruction,ocupied,empty,admiting,documenting,checking-medicine,documenting-risk,waiting_admission,in-admission,walking_%,documenting_%,not-walking_%,not-documenting_%
222,2,3,13,2,1,13,39,2,0,0,0,4,9,0.23573573573573572,0.23873873873873866,0.7642642642642643,0.7612612612612614
223,2,3,13,2,0,13,39,3,0,0,0,4,9,0.23617339312406577,0.2376681614349775,0.7638266068759343,0.7623318385650225
224,2,3,13,1,1,13,39,3,0,0,0,3,10,0.23660714285714285,0.23660714285714277,0.7633928571428572,0.7633928571428572
225,2,3,13,2,0,13,39,3,0,0,0,3,10,0.23851851851851852,0.23555555555555546,0.7614814814814814,0.7644444444444445
226,2,3,13,2,0,13,39,3,0,0,0,3,10,0.24041297935103245,0.2345132743362831,0.7595870206489675,0.7654867256637169
227,2,3,13,1,1,13,39,2,1,0,0,3,10,0.24082232011747431,0.23494860499265777,0.7591776798825257,0.7650513950073422
228,2,3,13,1,0,13,39,2,2,0,0,3,10,0.2412280701754386,0.2368421052631578,0.7587719298245614,0.7631578947368423
229,2,3,13,1,0,13,39,2,2,0,0,3,10,0.24163027656477437,0.23871906841339147,0.7583697234352256,0.7612809315866085
230,2,3,13,1,0,13,39,2,2,0,0,3,10,0.24202898550724639,0.24057971014492746,0.7579710144927536,0.7594202898550726
231,2,3,13,1,0,13,39,2,2,0,0,3,10,0.24242424242424243,0.24242424242424235,0.7575757575757576,0.7575757575757577
232,2,3,13,1,1,13,39,1,2,0,0,3,10,0.24281609195402298,0.24425287356321831,0.757183908045977,0.7557471264367817
233,2,3,13,2,1,13,39,0,2,0,0,3,10,0.24320457796852646,0.24606580829756788,0.7567954220314735,0.7539341917024321
234,2,3,13,2,0,13,39,0,3,0,0,3,10,0.24216524216524216,0.24928774928774922,0.7578347578347578,0.7507122507122508
235,2,3,13,2,1,13,39,0,2,0,0,3,10,0.24113475177304963,0.25106382978723396,0.7588652482269503,0.748936170212766
236,2,3,13,3,1,13,39,0,1,0,0,3,10,0.24152542372881355,0.251412429378531,0.7584745762711864,0.7485875706214691
237,2,3,13,4,0,13,39,0,1,0,0,3,10,0.24331926863572434,0.2517580872011251,0.7566807313642756,0.7482419127988749
238,2,3,13,3,0,13,39,1,1,0,0,3,10,0.24369747899159663,0.2521008403361344,0.7563025210084033,0.7478991596638656
239,2,3,13,2,0,13,39,2,1,0,0,2,11,0.24407252440725244,0.25244072524407246,0.7559274755927475,0.7475592747559275
240,2,3,13,1,0,13,39,3,1,0,0,2,11,0.24305555555555555,0.2527777777777777,0.7569444444444444,0.7472222222222222
241,2,3,13,0,0,13,39,4,1,0,0,1,12,0.24204702627939143,0.2531120331950207,0.7579529737206085,0.7468879668049793
242,2,3,13,0,1,13,39,4,0,0,0,1,12,0.24104683195592286,0.2520661157024793,0.7589531680440771,0.7479338842975207
243,2,3,13,1,0,13,39,4,0,0,0,1,12,0.24142661179698216,0.25102880658436205,0.7585733882030179,0.748971193415638
244,2,3,13,1,0,13,39,4,0,0,0,1,12,0.24180327868852458,0.24999999999999992,0.7581967213114754,0.7500000000000001
245,2,3,13,1,0,13,39,4,0,0,0,1,12,0.24217687074829933,0.24897959183673463,0.7578231292517007,0.7510204081632654
246,2,3,13,1,1,13,39,3,0,0,0,1,12,0.24254742547425473,0.24796747967479668,0.7574525745257452,0.7520325203252033
247,2,3,13,0,3,13,39,2,0,0,0,1,12,0.24156545209176788,0.24696356275303635,0.7584345479082322,0.7530364372469637
248,2,3,13,2,1,13,39,2,0,0,0,1,12,0.24327956989247312,0.2459677419354838,0.7567204301075269,0.7540322580645162
249,2,3,13,2,1,13,39,2,0,0,0,1,12,0.24497991967871485,0.2449799196787148,0.7550200803212852,0.7550200803212852
250,2,3,13,1,2,13,39,1,1,0,0,1,12,0.24533333333333332,0.24533333333333326,0.7546666666666667,0.7546666666666667
251,2,3,13,1,1,13,39,1,2,0,0,1,12,0.24435590969455512,0.24701195219123498,0.7556440903054449,0.752988047808765
252,2,3,13,1,1,13,39,1,2,0,0,1,12,0.24338624338624337,0.2486772486772486,0.7566137566137566,0.7513227513227514
253,2,3,13,1,1,13,39,1,2,0,0,1,12,0.24242424242424243,0.2503293807641633,0.7575757575757576,0.7496706192358367
254,2,3,13,1,1,13,39,1,2,0,0,1,12,0.24146981627296588,0.25196850393700776,0.7585301837270342,0.7480314960629922
255,2,3,13,0,1,13,39,2,2,0,0,0,13,0.24052287581699347,0.25359477124182994,0.7594771241830065,0.7464052287581701
256,2,3,13,0,2,13,39,1,2,0,0,0,13,0.23958333333333334,0.2552083333333332,0.7604166666666666,0.7447916666666667
257,2,3,13,1,1,13,39,1,2,0,0,0,13,0.23994811932555124,0.25680933852140064,0.7600518806744487,0.7431906614785994
258,2,3,13,1,2,13,39,1,1,0,0,0,13,0.24031007751937986,0.2571059431524546,0.7596899224806202,0.7428940568475454
259,2,3,13,2,2,13,39,1,0,0,0,0,13,0.24195624195624196,0.2561132561132559,0.758043758043758,0.743886743886744
260,2,3,13,2,2,13,39,1,0,0,0,0,13,0.24358974358974358,0.25512820512820494,0.7564102564102564,0.7448717948717951
261,2,3,13,1,2,13,39,1,1,0,0,0,13,0.24393358876117496,0.25542784163473803,0.756066411238825,0.744572158365262
262,2,3,13,1,3,13,39,0,1,0,0,0,13,0.24427480916030533,0.2557251908396945,0.7557251908396947,0.7442748091603055
263,2,3,13,1,3,13,39,0,1,0,0,0,13,0.24461343472750316,0.2560202788339669,0.7553865652724968,0.7439797211660331
264,2,3,13,0,3,13,39,1,1,0,0,0,13,0.24368686868686867,0.25631313131313116,0.7563131313131313,0.7436868686868688
265,2,3,13,0,3,13,39,1,1,0,0,0,13,0.24276729559748428,0.2566037735849055,0.7572327044025158,0.7433962264150945
266,2,3,13,0,3,13,39,1,1,0,0,0,13,0.24185463659147868,0.25689223057644095,0.7581453634085213,0.743107769423559
267,2,3,13,0,3,13,39,1,1,0,0,0,13,0.24094881398252185,0.25717852684144804,0.7590511860174781,0.742821473158552
268,2,3,13,0,3,13,39,1,1,0,0,0,13,0.24004975124378108,0.25746268656716403,0.7599502487562189,0.7425373134328359
269,2,3,13,0,4,13,39,1,0,0,0,0,13,0.23915737298636927,0.2565055762081783,0.7608426270136307,0.7434944237918217
270,2,3,13,0,4,13,39,1,0,0,0,0,13,0.2382716049382716,0.2555555555555554,0.7617283950617284,0.7444444444444446
271,2,3,13,0,5,13,39,0,0,0,0,0,13,0.23739237392373924,0.25461254612546114,0.7626076260762608,0.7453874538745389
272,2,3,13,1,4,13,39,0,0,0,0,0,13,0.23774509803921567,0.25367647058823517,0.7622549019607843,0.7463235294117648
273,2,3,13,1,4,13,39,0,0,0,0,0,13,0.23809523809523808,0.2527472527472526,0.7619047619047619,0.7472527472527474
274,2,3,13,1,4,13,39,0,0,0,0,0,13,0.2384428223844282,0.2518248175182481,0.7615571776155718,0.748175182481752
275,2,3,13,1,4,13,39,0,0,0,0,0,13,0.2387878787878788,0.25090909090909086,0.7612121212121212,0.7490909090909091
276,2,3,13,1,4,13,39,0,0,0,0,0,13,0.2391304347826087,0.24999999999999997,0.7608695652173914,0.75
277,2,3,13,0,4,13,39,0,1,0,0,0,13,0.23826714801444043,0.25030084235860406,0.7617328519855595,0.7496991576413959
278,2,3,13,0,4,13,39,0,1,0,0,0,13,0.23741007194244604,0.250599520383693,0.762589928057554,0.749400479616307
279,2,3,13,0,4,13,39,0,1,0,0,0,13,0.23655913978494625,0.2508960573476702,0.7634408602150538,0.7491039426523298
280,2,3,13,0,4,13,39,0,1,0,0,0,13,0.2357142857142857,0.25119047619047613,0.7642857142857142,0.7488095238095238
281,2,3,13,0,4,13,39,0,1,0,0,0,13,0.23487544483985764,0.25148279952550406,0.7651245551601423,0.748517200474496
282,2,3,13,0,4,13,39,0,1,0,0,0,13,0.23404255319148937,0.25177304964539,0.7659574468085106,0.74822695035461
283,2,3,13,0,4,13,39,0,1,0,0,0,13,0.2332155477031802,0.2520612485276796,0.7667844522968198,0.7479387514723204
284,2,3,13,0,4,13,39,0,1,0,0,0,13,0.2323943661971831,0.25234741784037557,0.7676056338028169,0.7476525821596245
285,2,3,13,0,5,13,39,0,0,0,0,0,13,0.23157894736842105,0.25146198830409355,0.7684210526315789,0.7485380116959064
286,2,3,13,0,5,13,39,0,0,0,0,0,13,0.23076923076923078,0.2505827505827506,0.7692307692307692,0.7494172494172494
287,2,3,13,0,5,13,39,0,0,0,0,0,13,0.22996515679442509,0.2497096399535424,0.7700348432055749,0.7502903600464577
288,2,3,13,0,5,13,39,0,0,0,0,0,13,0.22916666666666666,0.2488425925925926,0.7708333333333334,0.7511574074074074
289,2,3,13,0,5,13,39,0,0,0,0,0,13,0.22837370242214533,0.24798154555940022,0.7716262975778547,0.7520184544405998
290,2,3,13,0,5,13,39,0,0,0,0,0,13,0.22758620689655173,0.2471264367816092,0.7724137931034483,0.7528735632183908
291,2,3,13,0,5,13,39,0,0,0,0,0,13,0.2268041237113402,0.24627720504009165,0.7731958762886598,0.7537227949599083
292,2,3,13,0,5,13,39,0,0,0,0,0,13,0.22602739726027396,0.2454337899543379,0.773972602739726,0.754566210045662
293,2,3,13,0,5,13,39,0,0,0,0,0,13,0.22525597269624573,0.2445961319681456,0.7747440273037542,0.7554038680318544
294,2,3,13,0,5,13,39,0,0,0,0,0,13,0.22448979591836735,0.2437641723356009,0.7755102040816326,0.7562358276643991
295,2,3,13,0,5,13,39,0,0,0,0,0,13,0.22372881355932203,0.24293785310734464,0.7762711864406779,0.7570621468926554
296,2,3,13,0,5,13,39,0,0,0,0,0,13,0.22297297297297297,0.24211711711711711,0.777027027027027,0.7578828828828829
297,2,3,13,0,5,13,39,0,0,0,0,0,13,0.2222222222222222,0.24130190796857465,0.7777777777777778,0.7586980920314254
298,2,3,13,0,5,13,39,0,0,0,0,0,13,0.2214765100671141,0.24049217002237136,0.7785234899328859,0.7595078299776287
299,2,3,13,0,5,13,39,0,0,0,0,0,13,0.22073578595317725,0.23968784838350055,0.7792642140468228,0.7603121516164995
300,2,3,13,0,5,13,39,0,0,0,0,0,13,0.22,0.2388888888888889,0.78,0.7611111111111111
301,2,3,13,0,5,13,39,0,0,0,0,0,13,0.21926910299003322,0.23809523809523808,0.7807308970099668,0.7619047619047619
302,2,3,13,0,5,13,39,0,0,0,0,0,13,0.2185430463576159,0.23730684326710816,0.7814569536423841,0.7626931567328918
303,2,3,13,0,5,13,39,0,0,0,0,0,13,0.21782178217821782,0.23652365236523654,0.7821782178217822,0.7634763476347635
304,2,3,8,0,5,13,39,0,0,0,0,0,8,0.21710526315789475,0.23574561403508773,0.7828947368421053,0.7642543859649122
305,2,3,8,0,5,8,44,0,0,0,0,0,8,0.21639344262295082,0.23497267759562843,0.7836065573770492,0.7650273224043715
306,2,3,8,0,5,8,44,0,0,0,0,0,8,0.21568627450980393,0.23420479302832245,0.7843137254901961,0.7657952069716776
307,2,3,3,0,5,8,44,0,0,0,0,0,3,0.21498371335504887,0.23344191096634093,0.7850162866449512,0.7665580890336591
308,2,3,3,0,5,3,49,0,0,0,0,0,3,0.21428571428571427,0.2326839826839827,0.7857142857142857,0.7673160173160173
309,2,3,4,0,6,4,48,0,0,0,0,0,3,0.21359223300970873,0.2319309600862999,0.7864077669902912,0.7680690399137001
310,2,3,6,2,5,6,46,0,0,0,0,1,3,0.21397849462365592,0.23118279569892472,0.7860215053763441,0.7688172043010753
311,2,3,8,5,2,8,44,0,0,0,0,3,3,0.2165058949624866,0.2304394426580922,0.7834941050375134,0.7695605573419078
312,2,3,9,5,1,9,43,0,0,0,0,5,3,0.21901709401709402,0.2297008547008547,0.780982905982906,0.7702991452991453
313,2,3,11,5,2,11,41,0,0,0,0,6,3,0.2215122470713525,0.22896698615548455,0.7784877529286475,0.7710330138445154
314,2,3,13,2,2,13,39,3,0,0,0,6,5,0.2218683651804671,0.22823779193205945,0.7781316348195328,0.7717622080679405
315,2,3,13,1,0,13,39,4,0,0,0,7,6,0.22116402116402117,0.2275132275132275,0.7788359788359789,0.7724867724867726
316,2,3,13,1,0,13,39,4,0,0,0,7,6,0.22046413502109705,0.22679324894514769,0.7795358649789029,0.7732067510548524
317,2,3,13,1,0,13,39,4,0,0,0,7,6,0.21976866456361724,0.22607781282860148,0.7802313354363828,0.7739221871713985
318,2,3,13,1,0,13,39,4,0,0,0,7,6,0.2190775681341719,0.22536687631027252,0.7809224318658281,0.7746331236897275
319,2,3,13,0,0,13,39,5,0,0,0,7,6,0.21839080459770116,0.22466039707419017,0.7816091954022988,0.7753396029258098
320,2,3,13,0,0,13,39,5,0,0,0,7,6,0.21770833333333334,0.22395833333333334,0.7822916666666666,0.7760416666666666
321,2,3,13,0,2,13,39,3,0,0,0,7,6,0.21703011422637591,0.2232606438213915,0.782969885773624,0.7767393561786085
322,2,3,13,2,0,13,39,3,0,0,0,7,6,0.21739130434782608,0.2225672877846791,0.782608695652174,0.7774327122153208
323,2,3,13,2,0,13,39,3,0,0,0,7,6,0.21775025799793601,0.2218782249742002,0.782249742002064,0.7781217750257998
324,2,3,13,2,1,13,39,2,0,0,0,7,6,0.21810699588477367,0.22119341563786007,0.7818930041152263,0.7788065843621399
325,2,3,13,2,1,13,39,2,0,0,0,7,6,0.2194871794871795,0.2205128205128205,0.7805128205128204,0.7794871794871795
326,2,3,13,2,0,13,39,2,1,0,0,7,6,0.22085889570552147,0.22085889570552147,0.7791411042944785,0.7791411042944785
327,2,3,13,2,0,13,39,2,1,0,0,7,6,0.2222222222222222,0.22120285423037717,0.7777777777777778,0.7787971457696228
328,2,3,13,1,0,13,39,2,2,0,0,7,6,0.2225609756097561,0.2225609756097561,0.7774390243902439,0.7774390243902439
329,2,3,13,1,1,13,39,1,2,0,0,7,6,0.22289766970618036,0.22391084093211752,0.7771023302938196,0.7760891590678825
330,2,3,13,1,0,13,39,1,3,0,0,7,6,0.2222222222222222,0.22626262626262628,0.7777777777777778,0.7737373737373737
331,2,3,13,1,0,13,39,1,3,0,0,7,6,0.2215508559919436,0.22860020140986909,0.7784491440080564,0.7713997985901309
332,2,3,12,1,0,13,39,1,3,0,0,7,5,0.22088353413654618,0.23092369477911648,0.7791164658634538,0.7690763052208835
333,2,3,12,0,0,12,40,2,3,0,0,6,6,0.22022022022022023,0.23323323323323322,0.7797797797797797,0.7667667667667668
334,2,3,10,0,1,12,40,2,2,0,0,6,4,0.21956087824351297,0.2345309381237525,0.780439121756487,0.7654690618762475
335,2,3,10,1,2,10,42,1,1,0,0,6,4,0.21990049751243781,0.23482587064676616,0.7800995024875622,0.7651741293532338
336,2,3,10,3,0,10,42,1,1,0,0,6,4,0.22123015873015872,0.23511904761904762,0.7787698412698413,0.7648809523809523
337,2,3,10,3,1,10,42,1,0,0,0,6,4,0.22255192878338279,0.2344213649851632,0.7774480712166172,0.7655786350148368
338,2,3,10,4,0,10,42,1,0,0,0,6,4,0.22485207100591717,0.23372781065088757,0.7751479289940828,0.7662721893491125
339,2,3,12,3,2,12,40,2,0,0,0,6,4,0.22615535889872174,0.23303834808259588,0.7738446411012783,0.7669616519174041
340,2,3,13,2,1,13,39,3,0,0,0,7,5,0.22745098039215686,0.2323529411764706,0.7725490196078432,0.7676470588235293
341,2,3,13,1,0,13,39,4,0,0,0,7,6,0.22776148582600195,0.2316715542521994,0.772238514173998,0.7683284457478006
342,2,3,13,0,1,13,39,4,0,0,0,7,6,0.22709551656920077,0.2309941520467836,0.7729044834307992,0.7690058479532164
343,2,3,13,1,0,13,39,4,0,0,0,7,6,0.22643343051506318,0.2303206997084548,0.7735665694849369,0.7696793002915452
344,2,3,13,1,0,13,39,4,0,0,0,7,6,0.22577519379844962,0.22965116279069767,0.7742248062015504,0.7703488372093024
345,2,3,13,1,0,13,39,4,0,0,0,7,6,0.2251207729468599,0.2289855072463768,0.7748792270531402,0.7710144927536232
346,2,3,13,1,0,13,39,4,0,0,0,7,6,0.22447013487475914,0.22832369942196531,0.7755298651252409,0.7716763005780347
347,2,3,13,1,0,13,39,4,0,0,0,7,6,0.22382324687800192,0.2276657060518732,0.7761767531219981,0.7723342939481268
348,2,3,13,1,1,13,39,3,0,0,0,7,6,0.2231800766283525,0.22701149425287356,0.7768199233716475,0.7729885057471264
349,2,3,13,1,2,13,39,2,0,0,0,7,6,0.22349570200573066,0.22636103151862463,0.7765042979942693,0.7736389684813754
350,2,3,13,3,0,13,39,2,0,0,0,7,6,0.22476190476190477,0.2257142857142857,0.7752380952380953,0.7742857142857142
351,2,3,13,3,1,13,39,1,0,0,0,7,6,0.22602089268755934,0.22507122507122504,0.7739791073124407,0.774928774928775
352,2,3,13,4,0,13,39,1,0,0,0,7,6,0.22821969696969696,0.22443181818181815,0.771780303030303,0.7755681818181819
353,2,3,13,2,0,13,39,1,2,0,0,7,6,0.22851746931067043,0.2256846081208687,0.7714825306893296,0.7743153918791312
354,2,3,13,2,0,13,39,1,2,0,0,7,6,0.2288135593220339,0.22693032015065911,0.771186440677966,0.7730696798493408
355,2,3,13,2,0,13,39,1,2,0,0,7,6,0.2291079812206573,0.22816901408450702,0.7708920187793427,0.771830985915493
356,2,3,13,2,0,13,39,1,2,0,0,7,6,0.22940074906367042,0.2294007490636704,0.7705992509363295,0.7705992509363296
357,2,3,13,2,1,13,39,0,2,0,0,7,6,0.22969187675070027,0.23062558356676002,0.7703081232492998,0.76937441643324
358,2,3,13,1,0,13,39,1,3,0,0,6,7,0.22905027932960895,0.23277467411545621,0.770949720670391,0.7672253258845438
359,2,3,13,1,0,13,39,1,3,0,0,6,7,0.22841225626740946,0.23491179201485607,0.7715877437325905,0.765088207985144
360,2,3,13,1,0,13,39,1,3,0,0,6,7,0.22777777777777777,0.23703703703703705,0.7722222222222223,0.762962962962963
361,2,3,13,1,1,13,39,1,2,0,0,6,7,0.22714681440443213,0.23822714681440443,0.7728531855955678,0.7617728531855956
362,2,3,13,2,1,13,39,1,1,0,0,6,7,0.2274401473296501,0.23848987108655617,0.7725598526703499,0.7615101289134438
363,2,3,13,3,0,13,39,1,1,0,0,6,7,0.22865013774104684,0.23875114784205692,0.7713498622589532,0.761248852157943
364,2,3,13,2,0,13,39,2,1,0,0,6,7,0.22893772893772893,0.23901098901098902,0.7710622710622711,0.760989010989011
365,2,3,13,2,0,13,39,2,1,0,0,6,7,0.22922374429223744,0.23926940639269406,0.7707762557077625,0.7607305936073059
366,2,3,13,0,1,13,39,4,0,0,0,4,9,0.22859744990892533,0.23861566484517305,0.7714025500910746,0.761384335154827
367,2,3,13,1,1,13,39,3,0,0,0,4,9,0.22888283378746596,0.23796548592188918,0.771117166212534,0.7620345140781108
368,2,3,13,2,0,13,39,3,0,0,0,4,9,0.22916666666666669,0.23731884057971014,0.7708333333333333,0.7626811594202898
369,2,3,13,2,0,13,39,3,0,0,0,4,9,0.22944896115627825,0.23667570009033423,0.7705510388437218,0.7633242999096658
370,2,3,13,2,0,13,39,3,0,0,0,4,9,0.22972972972972974,0.23603603603603604,0.7702702702702703,0.7639639639639639
371,2,3,13,1,0,13,39,4,0,0,0,4,9,0.22911051212938005,0.23539982030548068,0.77088948787062,0.7646001796945193
372,2,3,13,1,0,13,39,4,0,0,0,4,9,0.22849462365591397,0.23476702508960573,0.771505376344086,0.7652329749103943
373,2,3,13,0,1,13,39,4,0,0,0,4,9,0.22788203753351208,0.23413762287756926,0.7721179624664879,0.7658623771224308
374,2,3,13,1,0,13,39,4,0,0,0,4,9,0.2281639928698752,0.23351158645276293,0.7718360071301248,0.7664884135472371
375,2,3,13,1,2,13,39,2,0,0,0,4,9,0.22844444444444445,0.2328888888888889,0.7715555555555556,0.7671111111111111
376,2,3,13,2,0,13,39,2,1,0,0,4,9,0.22872340425531915,0.23315602836879432,0.7712765957446809,0.7668439716312057
377,2,3,13,2,0,13,39,2,1,0,0,4,9,0.22900088417329797,0.23342175066312998,0.770999115826702,0.76657824933687
378,2,3,13,2,0,13,39,2,1,0,0,4,9,0.2292768959435626,0.23368606701940034,0.7707231040564374,0.7663139329805997
379,2,3,13,1,0,13,39,2,2,0,0,4,9,0.22867194371152155,0.23482849604221637,0.7713280562884784,0.7651715039577837
380,2,3,13,1,1,13,39,1,2,0,0,4,9,0.22807017543859648,0.23596491228070177,0.7719298245614035,0.7640350877192983
381,2,3,13,1,0,13,39,2,2,0,0,3,10,0.2283464566929134,0.23709536307961504,0.7716535433070866,0.7629046369203849
382,2,3,13,1,1,13,39,1,2,0,0,3,10,0.2286212914485166,0.23821989528795812,0.7713787085514834,0.7617801047120418
383,2,3,13,2,0,13,39,1,2,0,0,3,10,0.2288946910356832,0.23933855526544823,0.7711053089643168,0.7606614447345518
384,2,3,13,2,1,13,39,1,1,0,0,3,10,0.22916666666666666,0.23958333333333334,0.7708333333333334,0.7604166666666666
385,2,3,13,2,0,13,39,1,2,0,0,3,10,0.22943722943722944,0.24069264069264068,0.7705627705627706,0.7593073593073594
386,2,3,13,2,0,13,39,1,2,0,0,3,10,0.229706390328152,0.24179620034542315,0.770293609671848,0.7582037996545768
387,2,3,13,2,0,13,39,1,2,0,0,3,10,0.22997416020671835,0.24289405684754523,0.7700258397932817,0.7571059431524547
388,2,3,13,1,0,13,39,2,2,0,0,2,11,0.23024054982817868,0.24398625429553264,0.7697594501718213,0.7560137457044673
389,2,3,13,1,1,13,39,2,1,0,0,2,11,0.23050556983718937,0.2442159383033419,0.7694944301628106,0.7557840616966581
390,2,3,13,1,1,13,39,2,1,0,0,2,11,0.23076923076923078,0.24444444444444444,0.7692307692307692,0.7555555555555555
391,2,3,13,2,0,13,39,2,1,0,0,2,11,0.2310315430520034,0.24467178175618073,0.7689684569479966,0.7553282182438192
392,2,3,13,2,0,13,39,2,1,0,0,2,11,0.23129251700680273,0.24489795918367346,0.7687074829931972,0.7551020408163265
393,2,3,13,1,1,13,39,3,0,0,0,1,12,0.23070398642917728,0.24427480916030533,0.7692960135708227,0.7557251908396947
394,2,3,13,2,0,13,39,3,0,0,0,1,12,0.23096446700507614,0.2436548223350254,0.7690355329949239,0.7563451776649746
395,2,3,13,2,1,13,39,2,0,0,0,1,12,0.23122362869198312,0.2430379746835443,0.7687763713080169,0.7569620253164557
396,2,3,13,2,0,13,39,3,0,0,0,1,12,0.23063973063973064,0.24242424242424243,0.7693602693602694,0.7575757575757576
397,2,3,13,1,0,13,39,4,0,0,0,1,12,0.23005877413937867,0.24181360201511334,0.7699412258606213,0.7581863979848866
398,2,3,13,1,0,13,39,4,0,0,0,1,12,0.22948073701842547,0.24120603015075376,0.7705192629815745,0.7587939698492463
399,2,3,13,1,1,13,39,3,0,0,0,1,12,0.22890559732664995,0.24060150375939848,0.77109440267335,0.7593984962406015
400,2,3,13,2,1,13,39,2,0,0,0,1,12,0.22916666666666666,0.24,0.7708333333333334,0.76
401,2,3,13,3,0,13,39,2,0,0,0,1,12,0.23025768911055694,0.23940149625935161,0.769742310889443,0.7605985037406484
402,2,3,13,3,0,13,39,2,0,0,0,1,12,0.23134328358208955,0.23880597014925373,0.7686567164179104,0.7611940298507462
403,2,3,13,3,1,13,39,1,0,0,0,1,12,0.23242349048800662,0.23821339950372208,0.7675765095119934,0.7617866004962779
404,2,3,13,2,1,13,39,1,1,0,0,0,13,0.2334983498349835,0.23844884488448845,0.7665016501650165,0.7615511551155115
405,2,3,13,1,1,13,39,1,2,0,0,0,13,0.2337448559670782,0.23950617283950618,0.7662551440329218,0.7604938271604939
406,2,3,13,0,1,13,39,1,3,0,0,0,13,0.23316912972085385,0.2413793103448276,0.7668308702791462,0.7586206896551724
407,2,3,13,0,1,13,39,1,3,0,0,0,13,0.2325962325962326,0.24324324324324326,0.7674037674037674,0.7567567567567568
408,2,3,13,0,1,13,39,1,3,0,0,0,13,0.23202614379084968,0.24509803921568626,0.7679738562091503,0.7549019607843137
409,2,3,13,0,1,13,39,1,3,0,0,0,13,0.23145884270578648,0.2469437652811736,0.7685411572942136,0.7530562347188264
410,2,3,13,0,1,13,39,1,3,0,0,0,13,0.23089430894308943,0.24878048780487805,0.7691056910569105,0.751219512195122
411,2,3,13,0,3,13,39,0,2,0,0,0,13,0.2303325223033252,0.24979724249797242,0.7696674776966748,0.7502027575020276
412,2,3,13,0,3,13,39,0,2,0,0,0,13,0.2297734627831715,0.25080906148867316,0.7702265372168284,0.7491909385113269
413,2,3,13,0,4,13,39,0,1,0,0,0,13,0.22921711057304278,0.2510088781275222,0.7707828894269573,0.7489911218724778
414,2,3,13,0,4,13,39,0,1,0,0,0,13,0.2286634460547504,0.25120772946859904,0.7713365539452496,0.748792270531401
415,2,3,13,0,5,13,39,0,0,0,0,0,13,0.2281124497991968,0.25060240963855424,0.7718875502008032,0.7493975903614458
416,2,3,13,1,4,13,39,0,0,0,0,0,13,0.2283653846153846,0.25,0.7716346153846154,0.75
417,2,3,13,1,4,13,39,0,0,0,0,0,13,0.22861710631494805,0.24940047961630696,0.771382893685052,0.750599520383693
418,2,3,13,1,4,13,39,0,0,0,0,0,13,0.22886762360446572,0.24880382775119617,0.7711323763955342,0.7511961722488039
419,2,3,13,1,4,13,39,0,0,0,0,0,13,0.22911694510739858,0.24821002386634844,0.7708830548926014,0.7517899761336515
420,2,3,13,1,4,13,39,0,0,0,0,0,13,0.22936507936507936,0.24761904761904763,0.7706349206349207,0.7523809523809524
421,2,3,13,0,4,13,39,1,0,0,0,0,13,0.2288202692003167,0.24703087885985747,0.7711797307996833,0.7529691211401426
422,2,3,13,0,4,13,39,1,0,0,0,0,13,0.2282780410742496,0.24644549763033174,0.7717219589257505,0.7535545023696683
423,2,3,13,0,4,13,39,1,0,0,0,0,13,0.22773837667454688,0.2458628841607565,0.7722616233254531,0.7541371158392435
424,2,3,13,0,4,13,39,1,0,0,0,0,13,0.22720125786163523,0.24528301886792453,0.7727987421383647,0.7547169811320755
425,2,3,13,0,4,13,39,1,0,0,0,0,13,0.22666666666666666,0.2447058823529412,0.7733333333333333,0.7552941176470588
426,2,3,13,0,4,13,39,1,0,0,0,0,13,0.22613458528951486,0.24413145539906103,0.7738654147104851,0.755868544600939
427,2,3,13,0,4,13,39,1,0,0,0,0,13,0.22560499609679938,0.24355971896955503,0.7743950039032006,0.7564402810304449
428,2,3,13,0,5,13,39,0,0,0,0,0,13,0.2250778816199377,0.24299065420560748,0.7749221183800623,0.7570093457943925
429,2,3,13,1,4,13,39,0,0,0,0,0,13,0.22533022533022534,0.24242424242424243,0.7746697746697746,0.7575757575757576
430,2,3,13,1,4,13,39,0,0,0,0,0,13,0.2255813953488372,0.24186046511627907,0.7744186046511627,0.758139534883721
431,2,3,13,1,4,13,39,0,0,0,0,0,13,0.22583139984532097,0.24129930394431554,0.774168600154679,0.7587006960556845
432,2,3,13,1,4,13,39,0,0,0,0,0,13,0.22608024691358025,0.24074074074074073,0.7739197530864197,0.7592592592592593
433,2,3,13,1,4,13,39,0,0,0,0,0,13,0.22632794457274827,0.24018475750577367,0.7736720554272517,0.7598152424942264
434,2,3,13,0,4,13,39,0,1,0,0,0,13,0.22580645161290322,0.2403993855606759,0.7741935483870968,0.7596006144393241
435,2,3,13,0,4,13,39,0,1,0,0,0,13,0.22528735632183908,0.24061302681992336,0.774712643678161,0.7593869731800766
436,2,3,13,0,4,13,39,0,1,0,0,0,13,0.22477064220183487,0.2408256880733945,0.7752293577981652,0.7591743119266054
437,2,3,13,0,4,13,39,0,1,0,0,0,13,0.2242562929061785,0.2410373760488177,0.7757437070938216,0.7589626239511823
438,2,3,13,0,4,13,39,0,1,0,0,0,13,0.2237442922374429,0.24124809741248096,0.7762557077625571,0.758751902587519
439,2,3,13,0,4,13,39,0,1,0,0,0,13,0.22323462414578588,0.24145785876993167,0.7767653758542141,0.7585421412300684
