,empty,ocupied,doctor,nurse,patient,resting,idle_nurse,idle_doctor,walking,in-admission,in-evaluation,in-medication,in-meeting,taking-inventory,documenting,admitting,evaluating,medicating,waiting-admission,waiting-evaluation,waiting-medication
106,46,6,2,2,4,0,0,2,1,1,0,0,0,0,0,1,0,0,2,1,0
107,46,6,2,2,4,0,0,1,1,2,0,0,0,0,0,2,0,0,1,1,0
108,46,6,2,2,4,0,0,1,1,2,0,0,0,0,0,2,0,0,1,1,0
109,46,6,2,2,4,0,0,1,1,2,0,0,0,0,0,2,0,0,1,1,0
110,46,6,2,2,4,0,0,1,0,2,1,0,0,0,0,2,1,0,1,0,0
111,46,6,2,2,4,0,0,1,0,2,1,0,0,0,0,2,1,0,1,0,0
112,46,6,2,2,5,1,0,1,0,2,1,0,0,0,0,2,1,0,1,0,0
113,44,8,2,2,5,0,0,1,0,2,1,0,0,0,0,2,1,0,2,0,0
114,44,8,2,2,5,0,0,1,0,2,1,0,0,0,0,2,1,0,2,0,0
115,44,8,2,2,5,0,0,1,0,2,1,0,0,0,0,2,1,0,2,0,0
116,44,8,2,2,5,0,0,1,0,2,1,0,0,0,0,2,1,0,2,0,0
117,44,8,2,2,5,0,0,1,0,2,1,0,0,0,0,2,1,0,2,0,0
118,44,8,2,2,5,0,0,1,0,2,1,0,0,0,0,2,1,0,2,0,0
119,44,8,2,2,5,0,0,1,0,2,1,0,0,0,0,2,1,0,2,0,0
120,44,8,2,2,5,0,0,1,0,2,1,0,0,0,0,2,1,0,2,0,0
121,44,8,2,2,5,0,0,1,0,2,1,0,0,0,0,2,1,0,2,0,0
122,44,8,2,2,5,0,0,1,0,2,1,0,0,0,0,2,1,0,2,0,0
123,44,8,2,2,5,0,0,1,0,2,1,0,0,0,0,2,1,0,2,0,0
124,44,8,2,2,5,0,0,1,1,1,1,0,0,0,0,1,1,0,2,1,0
125,44,8,2,2,5,0,0,0,1,2,1,0,0,0,0,2,1,0,1,1,0
126,44,8,2,2,5,0,0,0,1,2,1,0,0,0,0,2,1,0,1,1,0
127,44,8,2,2,5,0,0,0,1,2,1,0,0,0,0,2,1,0,1,1,0
128,44,8,2,2,5,0,0,0,1,2,1,0,0,0,0,2,1,0,1,1,0
129,44,8,2,2,5,0,0,0,0,2,2,0,0,0,0,2,2,0,1,0,0
130,44,8,2,2,5,0,0,0,0,2,2,0,0,0,0,2,2,0,1,0,0
131,44,8,2,2,7,2,0,0,0,2,2,0,0,0,0,2,2,0,1,0,0
132,42,10,2,2,7,0,0,0,1,1,2,0,0,0,0,1,2,0,3,1,0
133,42,10,2,2,7,0,0,0,1,1,2,0,0,0,0,1,2,0,3,1,0
134,42,10,2,2,7,0,0,0,1,1,2,0,0,0,0,1,2,0,3,1,0
135,42,10,2,2,7,0,0,0,1,1,2,0,0,0,0,1,2,0,3,1,0
136,42,10,2,2,7,0,0,0,0,2,2,0,0,0,0,2,2,0,2,1,0
137,42,10,2,2,8,2,0,0,1,2,1,0,0,0,0,2,1,0,2,1,0
138,41,11,2,2,8,1,0,0,0,2,2,0,0,0,0,2,2,0,3,0,0
139,41,11,2,2,8,1,0,0,0,2,2,0,0,0,0,2,2,0,3,0,0
140,41,11,2,2,8,1,0,0,0,2,2,0,0,0,0,2,2,0,3,0,0
141,41,11,2,2,8,1,0,0,0,2,2,0,0,0,0,2,2,0,3,0,0
142,41,11,2,2,8,1,0,0,0,2,2,0,0,0,0,2,2,0,3,0,0
143,41,11,2,2,8,1,0,0,0,2,2,0,0,0,0,2,2,0,3,0,0
144,41,11,2,2,8,1,0,0,0,2,2,0,0,0,0,2,2,0,3,0,0
145,41,11,2,2,8,1,0,0,0,2,2,0,0,0,0,2,2,0,3,0,0
146,41,11,2,2,8,1,0,0,0,2,2,0,0,0,0,2,2,0,3,0,0
147,41,11,2,2,8,1,0,0,0,2,2,0,0,0,0,2,2,0,3,0,0
148,41,11,2,2,8,1,0,0,0,2,2,0,0,0,0,2,2,0,3,0,0
149,41,11,2,2,8,1,0,0,0,2,2,0,0,0,0,2,2,0,3,0,0
150,41,11,2,2,8,1,0,0,1,1,2,0,0,0,0,1,2,0,3,1,0
151,41,11,2,2,8,1,0,0,1,1,2,0,0,0,0,1,2,0,3,1,0
152,41,11,2,2,8,1,0,0,1,1,2,0,0,0,0,1,2,0,3,1,0
153,41,11,2,2,8,1,0,0,1,1,2,0,0,0,0,1,2,0,3,1,0
154,41,11,2,2,8,1,0,0,1,1,2,0,0,0,0,1,2,0,3,1,0
155,41,11,2,2,8,2,0,0,1,2,1,0,0,0,0,2,1,0,2,1,0
156,41,11,2,2,8,2,0,0,0,2,2,0,0,0,0,2,2,0,2,0,0
157,41,11,2,2,8,2,0,0,0,2,2,0,0,0,0,2,2,0,2,0,0
158,41,11,2,2,8,2,0,0,0,2,2,0,0,0,0,2,2,0,2,0,0
159,41,11,2,2,9,3,0,0,0,2,2,0,0,0,0,2,2,0,2,0,0
160,39,13,2,2,9,2,0,0,0,2,2,0,0,0,0,2,2,0,3,0,0
161,39,13,2,2,9,2,0,0,1,1,2,0,0,0,0,1,2,0,3,1,0
162,39,13,2,2,10,3,0,0,0,2,2,0,0,0,0,2,2,0,2,1,0
163,38,14,2,2,10,2,0,0,0,2,2,0,0,0,0,2,2,0,3,1,0
164,38,14,2,2,10,2,0,0,0,2,2,0,0,0,0,2,2,0,3,1,0
165,38,14,2,2,10,2,0,0,0,2,2,0,0,0,0,2,2,0,3,1,0
166,38,14,2,2,10,3,0,0,1,2,1,0,0,0,0,2,1,0,3,1,0
167,38,14,2,2,10,3,0,0,1,2,1,0,0,0,0,2,1,0,3,1,0
168,38,14,2,2,10,3,0,0,1,2,1,0,0,0,0,2,1,0,3,1,0
169,38,14,2,2,10,3,0,0,1,2,1,0,0,0,0,2,1,0,3,1,0
170,38,14,2,2,10,3,0,0,0,2,2,0,0,0,0,2,2,0,3,0,0
171,38,14,2,2,11,4,0,0,0,2,2,0,0,0,0,2,2,0,3,0,0
172,37,15,2,2,11,3,0,0,0,2,2,0,0,0,0,2,2,0,4,0,0
173,37,15,2,2,11,3,0,0,0,2,2,0,0,0,0,2,2,0,4,0,0
174,37,15,2,2,11,3,0,0,0,2,2,0,0,0,0,2,2,0,4,0,0
175,37,15,2,2,11,3,0,0,0,2,2,0,0,0,0,2,2,0,4,0,0
176,37,15,2,2,11,3,0,0,0,2,2,0,0,0,0,2,2,0,4,0,0
177,37,15,2,2,11,3,0,0,0,2,2,0,0,0,0,2,2,0,4,0,0
178,37,15,2,2,11,3,0,0,0,2,2,0,0,0,0,2,2,0,4,0,0
179,37,15,2,2,11,3,0,0,0,2,2,0,0,0,0,2,2,0,4,0,0
180,37,15,2,2,11,3,0,0,1,1,2,0,0,0,0,1,2,0,4,1,0
181,37,15,2,2,11,3,0,0,0,2,2,0,0,0,0,2,2,0,3,1,0
182,37,15,2,2,11,3,0,0,0,2,2,0,0,0,0,2,2,0,3,1,0
183,37,15,2,2,11,3,0,0,0,2,2,0,0,0,0,2,2,0,3,1,0
184,37,15,2,2,11,4,0,0,1,2,1,0,0,0,0,2,1,0,3,1,0
185,37,15,2,2,12,5,0,0,1,2,1,0,0,0,0,2,1,0,3,1,0
186,36,16,2,2,12,4,0,0,1,2,1,0,0,0,0,2,1,0,4,1,0
187,36,16,2,2,12,4,0,0,1,2,1,0,0,0,0,2,1,0,4,1,0
188,36,16,2,2,12,4,0,0,2,1,1,0,0,0,0,1,1,0,4,2,0
189,36,16,2,2,12,4,0,0,1,1,2,0,0,0,0,1,2,0,4,1,0
190,36,16,2,2,12,4,0,0,1,1,2,0,0,0,0,1,2,0,4,1,0
191,36,16,2,2,12,4,0,0,1,1,2,0,0,0,0,1,2,0,4,1,0
192,36,16,2,2,12,4,0,0,1,1,2,0,0,0,0,1,2,0,4,1,0
193,36,16,2,2,12,4,0,0,0,2,2,0,0,0,0,2,2,0,3,1,0
194,36,16,2,2,12,3,0,0,0,2,2,0,0,0,0,2,2,0,3,1,1
195,36,16,2,2,12,3,0,0,0,2,2,0,0,0,0,2,2,0,3,1,1
196,36,16,2,2,12,3,0,0,0,2,2,0,0,0,0,2,2,0,3,1,1
197,36,16,2,2,12,3,0,0,0,2,2,0,0,0,0,2,2,0,3,1,1
198,36,16,2,2,12,3,0,0,0,2,2,0,0,0,0,2,2,0,3,1,1
199,36,16,2,2,13,5,0,0,1,2,1,0,0,0,0,2,1,0,3,1,1
200,34,18,2,2,13,4,0,0,0,2,2,0,0,0,0,2,2,0,4,0,1
201,34,18,2,2,13,4,0,0,0,2,2,0,0,0,0,2,2,0,4,0,1
202,34,18,2,2,13,4,0,0,0,2,2,0,0,0,0,2,2,0,4,0,1
203,34,18,2,2,13,4,0,0,0,2,2,0,0,0,0,2,2,0,4,0,1
204,34,18,2,2,13,4,0,0,0,2,2,0,0,0,0,2,2,0,4,0,1
205,34,18,2,2,13,4,0,0,0,2,2,0,0,0,0,2,2,0,4,0,1
206,34,18,2,2,13,4,0,0,1,1,2,0,0,0,0,1,2,0,4,1,1
207,34,18,2,2,13,4,0,0,1,1,2,0,0,0,0,1,2,0,4,1,1
208,34,18,2,2,13,4,0,0,1,1,2,0,0,0,0,1,2,0,4,1,1
209,34,18,2,2,13,4,0,0,1,1,2,0,0,0,0,1,2,0,4,1,1
210,34,18,2,2,13,4,0,0,1,1,2,0,0,0,0,1,2,0,4,1,1
211,34,18,2,2,13,4,0,0,1,1,2,0,0,0,0,1,2,0,4,1,1
212,34,18,2,2,13,4,0,0,0,2,2,0,0,0,0,2,2,0,3,1,1
213,34,18,2,2,13,3,0,0,0,2,2,0,0,0,0,2,2,0,3,1,2
214,34,18,2,2,13,3,0,0,0,2,2,0,0,0,0,2,2,0,3,1,2
215,34,18,2,2,13,3,0,0,0,2,2,0,0,0,0,2,2,0,3,1,2
216,34,18,2,2,13,4,0,0,1,2,1,0,0,0,0,2,1,0,3,1,2
217,34,18,2,2,13,3,0,0,0,2,2,0,0,0,0,2,2,0,3,0,3
218,34,18,2,2,13,3,0,0,0,2,2,0,0,0,0,2,2,0,3,0,3
219,34,18,2,2,13,2,0,0,1,1,2,0,0,0,0,1,2,0,3,1,4
220,34,18,2,2,13,2,0,0,1,1,2,0,0,0,0,1,2,0,3,1,4
221,34,18,2,2,13,2,0,0,0,2,2,0,0,0,0,2,2,0,2,1,4
222,34,18,2,2,13,3,0,0,1,2,1,0,0,0,0,2,1,0,2,1,4
223,34,18,2,2,13,3,0,0,1,2,1,0,0,0,0,2,1,0,2,1,4
224,34,18,2,2,13,3,0,0,1,2,1,0,0,0,0,2,1,0,2,1,4
225,34,18,2,2,13,3,0,0,1,2,1,0,0,0,0,2,1,0,2,1,4
226,34,18,2,2,13,3,0,0,1,2,1,0,0,0,0,2,1,0,2,1,4
227,34,18,2,2,13,3,0,0,0,2,2,0,0,0,0,2,2,0,2,0,4
228,34,18,2,2,13,3,0,0,0,2,2,0,0,0,0,2,2,0,2,0,4
229,34,18,2,2,13,3,0,0,0,2,2,0,0,0,0,2,2,0,2,0,4
230,34,18,2,2,13,3,0,0,0,2,2,0,0,0,0,2,2,0,2,0,4
231,34,18,2,2,13,3,0,0,0,2,2,0,0,0,0,2,2,0,2,0,4
232,34,18,2,2,13,3,0,0,0,2,2,0,0,0,0,2,2,0,2,0,4
233,34,18,2,2,13,2,0,0,0,2,2,0,0,0,0,2,2,0,2,0,5
234,34,18,2,2,14,3,0,0,0,2,2,0,0,0,0,2,2,0,2,0,5
235,33,19,2,2,14,2,0,0,0,2,2,0,0,0,0,2,2,0,3,0,5
236,33,19,2,2,14,2,0,0,0,2,2,0,0,0,0,2,2,0,3,0,5
237,33,19,2,2,14,2,0,0,0,2,2,0,0,0,0,2,2,0,3,0,5
238,33,19,2,2,14,2,0,0,0,2,2,0,0,0,0,2,2,0,3,0,5
239,33,19,2,2,14,2,0,0,1,1,2,0,0,0,0,1,2,0,3,1,5
240,33,19,2,2,14,2,0,0,1,1,2,0,0,0,0,1,2,0,3,1,5
241,33,19,2,2,14,2,0,0,0,2,2,0,0,0,0,2,2,0,2,1,5
242,33,19,2,2,14,2,0,0,0,2,2,0,0,0,0,2,2,0,2,1,5
243,33,19,2,2,14,2,0,0,0,2,2,0,0,0,0,2,2,0,2,1,5
244,33,19,2,2,14,3,0,0,1,2,1,0,0,0,0,2,1,0,2,1,5
245,33,19,2,2,14,3,0,0,2,1,1,0,0,0,0,1,1,0,2,2,5
246,33,19,2,2,14,3,0,0,2,1,1,0,0,0,0,1,1,0,2,2,5
247,33,19,2,2,14,3,0,0,2,1,1,0,0,0,0,1,1,0,2,2,5
248,33,19,2,2,16,5,0,0,2,1,1,0,0,0,0,1,1,0,2,2,5
249,31,21,2,2,16,3,0,0,2,1,1,0,0,0,0,1,1,0,4,2,5
250,31,21,2,2,16,3,0,0,1,1,2,0,0,0,0,1,2,0,4,1,5
251,31,21,2,2,16,3,0,0,1,1,2,0,0,0,0,1,2,0,4,1,5
252,31,21,2,2,16,4,0,0,2,1,1,0,0,0,0,1,1,0,4,1,5
253,31,21,2,2,17,5,0,0,2,1,1,0,0,0,0,1,1,0,4,1,5
254,29,23,2,2,17,4,0,0,1,1,2,0,0,0,0,1,2,0,5,0,5
255,29,23,2,2,17,4,0,0,1,1,2,0,0,0,0,1,2,0,5,0,5
256,29,23,2,2,17,4,0,0,0,1,2,1,0,0,0,1,2,1,5,0,4
257,29,23,2,2,17,4,0,0,0,1,2,1,0,0,0,1,2,1,5,0,4
258,29,23,2,2,17,4,0,0,0,1,2,1,0,0,0,1,2,1,5,0,4
259,29,23,2,2,17,4,0,0,0,1,2,1,0,0,0,1,2,1,5,0,4
260,29,23,2,2,17,4,0,0,0,1,2,1,0,0,0,1,2,1,5,0,4
261,29,23,2,2,17,4,0,0,0,1,2,1,0,0,0,1,2,1,5,0,4
262,29,23,2,2,17,4,0,0,0,1,2,1,0,0,0,1,2,1,5,0,4
263,29,23,2,2,17,5,0,0,1,1,2,0,0,0,0,1,2,0,5,0,4
264,29,23,2,2,17,5,0,0,1,1,2,0,0,0,0,1,2,0,5,0,4
265,29,23,2,2,17,5,0,0,1,1,2,0,0,0,0,1,2,0,5,0,4
266,29,23,2,2,17,5,0,0,1,1,2,0,0,0,0,1,2,0,5,0,4
267,29,23,2,2,17,5,0,0,2,0,2,0,0,0,0,0,2,0,5,1,4
268,29,23,2,2,17,5,0,0,2,0,2,0,0,0,0,0,2,0,5,1,4
269,29,23,2,2,17,5,0,0,2,0,2,0,0,0,0,0,2,0,5,1,4
270,29,23,2,2,17,5,0,0,1,1,2,0,0,0,0,1,2,0,4,1,4
271,29,23,2,2,17,5,0,0,1,1,2,0,0,0,0,1,2,0,4,1,4
272,29,23,2,2,17,5,0,0,1,1,2,0,0,0,0,1,2,0,4,1,4
273,29,23,2,2,17,5,0,0,1,1,2,0,0,0,0,1,2,0,4,1,4
274,29,23,2,2,17,5,0,0,1,1,2,0,0,0,0,1,2,0,4,1,4
275,29,23,2,2,17,5,0,0,1,1,2,0,0,0,0,1,2,0,4,1,4
276,29,23,2,2,17,5,0,0,1,1,2,0,0,0,0,1,2,0,4,1,4
277,29,23,2,2,17,5,0,0,1,1,2,0,0,0,0,1,2,0,4,1,4
278,29,23,2,2,17,6,0,0,1,1,1,1,0,0,0,1,1,1,4,1,3
279,29,23,2,2,17,6,0,0,1,1,1,1,0,0,0,1,1,1,4,1,3
280,29,23,2,2,17,6,0,0,0,1,2,1,0,0,0,1,2,1,4,0,3
281,29,23,2,2,17,6,0,0,0,1,2,1,0,0,0,1,2,1,4,0,3
282,29,23,2,2,17,7,0,0,1,1,1,1,0,0,0,1,1,1,4,0,3
283,29,23,2,2,17,7,0,0,1,1,1,1,0,0,0,1,1,1,4,0,3
284,29,23,2,2,17,7,0,0,1,1,1,1,0,0,0,1,1,1,4,0,3
285,29,23,2,2,17,8,0,0,2,1,1,0,0,0,0,1,1,0,4,0,3
286,29,23,2,2,17,8,0,0,2,1,1,0,0,0,0,1,1,0,4,0,3
287,29,23,2,2,17,8,0,0,2,1,1,0,0,0,0,1,1,0,4,0,3
288,29,23,2,2,17,8,0,0,1,1,1,0,0,0,1,1,1,0,4,0,3
289,29,23,2,2,17,8,0,0,1,1,1,0,0,0,1,1,1,0,4,0,3
290,29,23,2,2,17,8,0,0,1,1,1,0,0,0,1,1,1,0,4,0,3
291,29,23,2,2,17,8,0,0,1,1,1,0,0,0,1,1,1,0,4,0,3
292,29,23,2,2,17,8,0,0,1,1,1,0,0,0,1,1,1,0,4,0,3
293,29,23,2,2,17,8,0,0,1,1,1,0,0,0,1,1,1,0,4,0,3
294,29,23,2,2,17,8,0,0,2,0,1,0,0,0,1,0,1,0,4,1,3
295,29,23,2,2,18,9,0,0,1,0,1,1,0,0,1,0,1,1,4,1,2
296,28,24,2,2,18,8,0,0,2,0,1,1,0,0,0,0,1,1,5,1,2
297,28,24,2,2,18,8,0,0,2,0,1,1,0,0,0,0,1,1,5,1,2
298,28,24,2,2,18,8,0,0,2,0,1,1,0,0,0,0,1,1,5,1,2
299,28,24,2,2,18,8,0,0,2,0,1,1,0,0,0,0,1,1,5,1,2
300,28,24,2,2,18,8,0,0,1,0,2,1,0,0,0,0,2,1,5,0,2
301,28,24,2,2,18,8,0,0,1,0,2,1,0,0,0,0,2,1,5,0,2
302,28,24,2,2,18,8,0,0,1,0,2,1,0,0,0,0,2,1,5,0,2
303,28,24,2,2,18,9,0,0,2,0,2,0,0,0,0,0,2,0,5,0,2
304,28,24,2,2,19,10,0,0,1,0,2,1,0,0,0,0,2,1,5,0,1
305,27,25,2,2,19,10,0,0,2,0,1,1,0,0,0,0,1,1,6,0,1
306,27,25,2,2,19,10,0,0,2,0,1,1,0,0,0,0,1,1,6,0,1
307,27,25,2,2,19,10,0,0,2,0,1,1,0,0,0,0,1,1,6,0,1
308,27,25,2,2,19,10,0,0,2,0,1,1,0,0,0,0,1,1,6,0,1
309,27,25,2,2,19,10,0,0,2,0,1,1,0,0,0,0,1,1,6,0,1
